specie,fold,precision,recall,f1_score
5,6,0.9363636363636364,0.762962962962963,0.8408163265306122
5,7,0.8429752066115702,0.7555555555555555,0.796875
5,8,0.9444444444444444,0.7555555555555555,0.8395061728395062
5,9,0.8712871287128713,0.6518518518518519,0.7457627118644069
5,10,0.7890625,0.7426470588235294,0.7651515151515152
6,1,0.9166666666666666,0.9029850746268657,0.9097744360902257
6,2,0.936,0.8731343283582089,0.9034749034749036
6,3,0.8865248226950354,0.9328358208955224,0.9090909090909091
6,4,0.8913043478260869,0.917910447761194,0.9044117647058824
6,5,0.8962962962962963,0.8962962962962963,0.8962962962962963
6,6,0.8496732026143791,0.9629629629629629,0.9027777777777777
6,7,0.7791411042944786,0.9477611940298507,0.8552188552188552
6,8,0.8486842105263158,0.9626865671641791,0.9020979020979021
6,9,0.8343949044585988,0.9776119402985075,0.9003436426116839
6,10,0.841726618705036,0.8731343283582089,0.8571428571428571
7,1,0.7947019867549668,0.9022556390977443,0.8450704225352111
7,2,0.9278350515463918,0.6818181818181818,0.7860262008733623
7,3,0.8040540540540541,0.9015151515151515,0.85
7,4,0.8514851485148515,0.6515151515151515,0.7381974248927039
7,5,0.8503937007874016,0.8181818181818182,0.8339768339768341
7,6,0.6885245901639344,0.9545454545454546,0.8
7,7,0.8888888888888888,0.8421052631578947,0.8648648648648649
7,8,0.7388535031847133,0.8721804511278195,0.7999999999999998
7,9,0.7862068965517242,0.8571428571428571,0.8201438848920864
7,10,0.7954545454545454,0.7894736842105263,0.7924528301886792
8,1,0.5882352941176471,0.2564102564102564,0.35714285714285715
8,2,0.62,0.3924050632911392,0.4806201550387597
8,3,0.8125,0.3291139240506329,0.46846846846846846
8,4,0.7142857142857143,0.379746835443038,0.49586776859504145
8,5,0.6666666666666666,0.4810126582278481,0.5588235294117647
8,6,0.453125,0.3670886075949367,0.4055944055944056
8,7,0.7916666666666666,0.24050632911392406,0.36893203883495146
8,8,0.5263157894736842,0.5128205128205128,0.5194805194805194
8,9,0.625,0.32051282051282054,0.42372881355932207
8,10,0.8571428571428571,0.3076923076923077,0.45283018867924535
9,1,0.5379310344827586,0.6610169491525424,0.5931558935361216
9,2,0.6829268292682927,0.711864406779661,0.6970954356846474
9,3,0.6837606837606838,0.6779661016949152,0.6808510638297872
9,4,0.6464646464646465,0.5423728813559322,0.5898617511520737
9,5,0.6732673267326733,0.576271186440678,0.6210045662100457
9,6,0.734375,0.3983050847457627,0.5164835164835164
9,7,0.576271186440678,0.576271186440678,0.576271186440678
9,8,0.6419753086419753,0.4369747899159664,0.52
9,9,0.47107438016528924,0.4789915966386555,0.475
9,10,0.5950413223140496,0.6050420168067226,0.6
10,1,0.7985611510791367,0.581151832460733,0.6727272727272728
10,2,0.8154761904761905,0.7172774869109948,0.7632311977715878
10,3,0.8246753246753247,0.6649214659685864,0.7362318840579711
10,4,0.6730769230769231,0.7368421052631579,0.7035175879396985
10,5,0.7558139534883721,0.6842105263157895,0.7182320441988952
10,6,0.5428571428571428,0.9,0.6772277227722772
10,7,0.7595628415300546,0.7315789473684211,0.745308310991957
10,8,0.5785714285714286,0.8526315789473684,0.6893617021276596
10,9,0.5467289719626168,0.6157894736842106,0.5792079207920793
10,10,0.6941747572815534,0.7526315789473684,0.7222222222222222
11,1,0.7641509433962265,0.8350515463917526,0.7980295566502463
11,2,0.8387096774193549,0.8041237113402062,0.8210526315789475
11,3,0.8130841121495327,0.8969072164948454,0.8529411764705883
11,4,0.922077922077922,0.7244897959183674,0.8114285714285714
11,5,0.8505747126436781,0.7551020408163265,0.7999999999999999
11,6,0.8383838383838383,0.8469387755102041,0.8426395939086294
11,7,0.8053097345132744,0.9285714285714286,0.8625592417061613
11,8,0.7788461538461539,0.8350515463917526,0.8059701492537313
11,9,0.8235294117647058,0.7216494845360825,0.7692307692307693
11,10,0.8444444444444444,0.7835051546391752,0.8128342245989305
12,1,0.8,0.6185567010309279,0.6976744186046512
12,2,0.50920245398773,0.8645833333333334,0.6409266409266409
12,3,0.6454545454545455,0.7395833333333334,0.6893203883495145
12,4,0.6483516483516484,0.6145833333333334,0.6310160427807486
12,5,0.5275590551181102,0.6979166666666666,0.600896860986547
12,6,0.6016949152542372,0.7395833333333334,0.663551401869159
12,7,0.7638888888888888,0.5729166666666666,0.6547619047619048
12,8,0.7142857142857143,0.5670103092783505,0.6321839080459771
12,9,0.5945945945945946,0.6804123711340206,0.6346153846153847
12,10,0.5642857142857143,0.8144329896907216,0.6666666666666666
13,1,0.6885245901639344,0.8936170212765957,0.7777777777777777
13,2,0.7111111111111111,0.6666666666666666,0.6881720430107527
13,3,0.9583333333333334,0.48936170212765956,0.6478873239436619
13,4,0.7272727272727273,0.6808510638297872,0.7032967032967034
13,5,1.0,0.6595744680851063,0.7948717948717948
13,6,0.7321428571428571,0.8723404255319149,0.7961165048543688
13,7,0.6166666666666667,0.7872340425531915,0.691588785046729
13,8,0.8536585365853658,0.7446808510638298,0.7954545454545454
13,9,0.65,0.5531914893617021,0.5977011494252874
13,10,0.8518518518518519,0.48936170212765956,0.6216216216216216
14,1,0.7333333333333333,0.6875,0.7096774193548386
14,2,0.71875,0.71875,0.71875
14,3,0.9310344827586207,0.8181818181818182,0.8709677419354839
14,4,0.8333333333333334,0.78125,0.8064516129032259
14,5,0.8148148148148148,0.6875,0.7457627118644067
14,6,0.9473684210526315,0.5625,0.7058823529411765
14,7,0.7727272727272727,0.53125,0.6296296296296297
14,8,0.7666666666666667,0.71875,0.7419354838709677
14,9,0.9130434782608695,0.65625,0.7636363636363634
14,10,0.71875,0.71875,0.71875
15,1,0.4979253112033195,0.8053691275167785,0.6153846153846154
15,2,0.7054794520547946,0.6912751677852349,0.6983050847457627
15,3,0.5967741935483871,0.7449664429530202,0.6626865671641792
15,4,0.6747967479674797,0.5533333333333333,0.6080586080586081
15,5,0.7457627118644068,0.5866666666666667,0.6567164179104478
15,6,0.7904761904761904,0.5533333333333333,0.6509803921568628
15,7,0.5477178423236515,0.88,0.6751918158567775
15,8,0.8850574712643678,0.5133333333333333,0.6497890295358649
15,9,0.43951612903225806,0.7315436241610739,0.5491183879093199
15,10,0.7181208053691275,0.7181208053691275,0.7181208053691276
16,1,0.8869565217391304,0.6666666666666666,0.7611940298507461
16,2,0.6792452830188679,0.9411764705882353,0.7890410958904108
16,3,0.7875,0.8235294117647058,0.805111821086262
16,4,0.7513812154696132,0.8888888888888888,0.81437125748503
16,5,0.7619047619047619,0.8366013071895425,0.7975077881619937
16,6,0.8981481481481481,0.6339869281045751,0.7432950191570881
16,7,0.8675496688741722,0.8618421052631579,0.8646864686468646
16,8,0.9145299145299145,0.7039473684210527,0.7955390334572492
16,9,0.8823529411764706,0.7843137254901961,0.8304498269896193
16,10,0.7777777777777778,0.869281045751634,0.8209876543209876
17,1,0.9555555555555556,0.9885057471264368,0.9717514124293786
17,2,1.0,0.9655172413793104,0.9824561403508771
17,3,0.9555555555555556,0.9885057471264368,0.9717514124293786
17,4,0.9042553191489362,0.9770114942528736,0.9392265193370166
17,5,1.0,0.9885057471264368,0.9942196531791908
17,6,0.975609756097561,0.9302325581395349,0.9523809523809524
17,7,1.0,0.896551724137931,0.9454545454545454
17,8,1.0,0.9655172413793104,0.9824561403508771
17,9,0.8556701030927835,0.9540229885057471,0.9021739130434783
17,10,0.945054945054945,0.9885057471264368,0.9662921348314606
18,1,0.6886792452830188,0.6347826086956522,0.660633484162896
18,2,0.8191489361702128,0.6695652173913044,0.736842105263158
18,3,0.75,0.6521739130434783,0.6976744186046512
18,4,0.5664335664335665,0.7043478260869566,0.6279069767441859
18,5,0.6312056737588653,0.7739130434782608,0.6953125000000001
18,6,0.7708333333333334,0.6379310344827587,0.69811320754717
18,7,0.76,0.6551724137931034,0.7037037037037037
18,8,0.7156862745098039,0.6293103448275862,0.6697247706422018
18,9,0.7052631578947368,0.5826086956521739,0.638095238095238
18,10,0.7291666666666666,0.6086956521739131,0.6635071090047394
19,1,0.7551020408163265,0.9736842105263158,0.8505747126436782
19,2,0.68,0.918918918918919,0.7816091954022989
19,3,0.7111111111111111,0.8648648648648649,0.7804878048780488
19,4,0.9714285714285714,0.918918918918919,0.9444444444444445
19,5,0.9310344827586207,0.7297297297297297,0.8181818181818181
19,6,0.7894736842105263,0.8108108108108109,0.8
19,7,0.8648648648648649,0.8648648648648649,0.8648648648648649
19,8,0.7954545454545454,0.9459459459459459,0.8641975308641975
19,9,0.825,0.868421052631579,0.8461538461538461
19,10,0.8666666666666667,0.6842105263157895,0.7647058823529413
20,1,0.8275862068965517,0.8275862068965517,0.8275862068965517
20,2,0.6818181818181818,0.5,0.576923076923077
20,3,0.7142857142857143,0.6666666666666666,0.689655172413793
20,4,0.9130434782608695,0.7,0.7924528301886793
20,5,0.7105263157894737,0.9,0.7941176470588235
20,6,0.7272727272727273,0.8,0.761904761904762
20,7,0.75,0.7,0.7241379310344827
20,8,0.8888888888888888,0.8,0.8421052631578948
20,9,0.7333333333333333,0.7586206896551724,0.7457627118644068
20,10,0.75,0.7241379310344828,0.736842105263158
21,1,0.8095238095238095,0.9444444444444444,0.8717948717948718
21,2,0.9428571428571428,0.9166666666666666,0.9295774647887323
21,3,1.0,0.9142857142857143,0.955223880597015
21,4,0.9333333333333333,0.8,0.8615384615384616
21,5,0.8421052631578947,0.9142857142857143,0.8767123287671234
21,6,0.9444444444444444,0.9714285714285714,0.9577464788732395
21,7,1.0,0.9714285714285714,0.9855072463768115
21,8,0.9393939393939394,0.8857142857142857,0.9117647058823529
21,9,0.9142857142857143,0.8888888888888888,0.9014084507042254
21,10,0.9375,0.8333333333333334,0.8823529411764706
22,1,0.9740932642487047,0.9690721649484536,0.9715762273901809
22,2,0.964824120603015,0.9896907216494846,0.9770992366412214
22,3,0.9846938775510204,0.9897435897435898,0.9872122762148339
22,4,0.96,0.9846153846153847,0.9721518987341772
22,5,0.9846153846153847,0.9846153846153847,0.9846153846153847
22,6,0.9898477157360406,1.0,0.9948979591836734
22,7,0.9795918367346939,0.9846153846153847,0.9820971867007673
22,8,0.9651741293532339,0.9948717948717949,0.9797979797979798
22,9,0.9845360824742269,0.9845360824742269,0.9845360824742269
22,10,0.9554455445544554,0.9948453608247423,0.9747474747474748
